City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
525,pangai,-19.8,-174.35,80.01,70,92,12.57,TO,1669772672
526,mersing,2.4312,103.8405,82.31,83,20,3.44,MY,1669772673
527,bentiu,9.2333,29.8333,76.78,44,100,1.9,SS,1669772673
528,quatre cocos,-20.2078,57.7625,72.09,74,90,8.28,MU,1669772673
529,west fargo,46.875,-96.9004,22.01,72,100,19.57,US,1669772674
530,tafresh,34.692,50.013,41.76,59,100,4.7,IR,1669772674
531,culebra,18.303,-65.301,78.89,83,14,7.0,PR,1669772674
532,ahipara,-35.1667,173.1667,67.68,77,32,14.23,NZ,1669772674
533,esperance,-33.8667,121.9,74.57,43,100,14.56,AU,1669772675
534,murupara,-38.4667,176.7,66.67,97,100,7.07,NZ,1669772675
535,ukiah,39.1502,-123.2078,49.44,65,0,1.99,US,1669772675
536,kirkland lake,48.1446,-80.0377,29.39,84,100,13.94,CA,1669772675
537,marystown,47.1666,-55.1483,27.99,67,23,18.01,CA,1669772676
538,aquiraz,-3.9014,-38.3911,80.69,79,92,5.88,BR,1669772676
539,talara,-4.5772,-81.2719,68.76,83,0,17.27,PE,1669772676
540,tezu,27.9167,96.1667,71.24,40,1,1.34,IN,1669772676
541,banda aceh,5.5577,95.3222,82.18,67,100,4.09,ID,1669772677
542,mildura,-34.2,142.15,75.07,48,55,9.78,AU,1669772677
543,cururupu,-1.8283,-44.8683,74.59,92,100,1.34,BR,1669772677
544,adrar,20.5022,-10.0711,62.26,21,0,10.65,MR,1669772678
545,altay,47.8667,88.1167,-3.57,50,6,7.49,CN,1669772678
546,puerto el triunfo,13.2833,-88.55,75.74,83,100,4.83,SV,1669772678
547,sobolevo,54.4299,31.8996,19.89,90,100,8.28,RU,1669772678
548,karratha,-20.7377,116.8463,91.51,30,21,5.79,AU,1669772594
549,mackay,-21.15,149.2,73.71,92,100,6.31,AU,1669772637
550,dubna,56.7333,37.1667,9.72,95,36,4.05,RU,1669772679
551,sola,-13.8833,167.55,86.67,70,68,0.0,VU,1669772679
552,carballo,43.213,-8.691,53.87,83,100,5.59,ES,1669772679
553,agua dulce,18.1333,-94.1333,77.95,87,100,6.89,MX,1669772680
554,nogliki,51.8333,143.1667,13.44,83,100,20.54,RU,1669772680
555,ulladulla,-35.35,150.4667,68.05,56,4,12.71,AU,1669772680
556,khandyga,62.6667,135.6,-33.36,97,100,0.98,RU,1669772680
557,kewanee,41.2456,-89.9248,39.58,75,47,19.28,US,1669772681
558,lorengau,-2.0226,147.2712,86.47,64,79,9.86,PG,1669772681
559,bridlington,54.0831,-0.1919,42.03,92,100,4.0,GB,1669772681
560,pelotas,-31.7719,-52.3425,69.04,90,21,10.63,BR,1669772681
561,maragheh,37.3917,46.2398,44.1,71,100,8.3,IR,1669772682
562,santa cruz,-17.8,-63.1667,85.46,54,75,11.5,BO,1669772682
563,pasil,17.3833,121.1333,78.84,58,9,4.18,PH,1669772682
564,marang,5.2056,103.2059,85.96,78,78,3.49,MY,1669772682
565,radishchevo,52.85,47.8833,11.41,97,58,3.74,RU,1669772683
566,boende,-0.2167,20.8667,69.35,100,100,1.97,CD,1669772683
567,pandaria,22.2333,81.4167,60.96,51,8,2.95,IN,1669772683
568,cairns,-16.9167,145.7667,89.55,61,100,8.05,AU,1669772512
569,prince rupert,54.3161,-130.3201,26.29,46,0,12.66,CA,1669772683
570,qasigiannguit,68.8193,-51.1922,23.25,87,100,2.53,GL,1669772684
571,pushkinskiye gory,57.0209,28.9103,25.48,97,100,4.05,RU,1669772684
